6.02395E+8	-5.6760242904291E-1	-1.2490643091373E+0
6.0239525E+8	-5.6788792124915E-1	-1.2492171556188E+0
6.023955E+8	-5.6828338357242E-1	-1.2493041411569E+0
6.0239575E+8	-5.6848538649843E-1	-1.2490833149184E+0
6.02396E+8	-5.6899652525874E-1	-1.2488052712785E+0
6.0239625E+8	-5.6926646722223E-1	-1.2487311305517E+0
6.023965E+8	-5.6964420137533E-1	-1.2485818897121E+0
6.0239675E+8	-5.7006932735526E-1	-1.248637047398E+0
6.02397E+8	-5.7050204202168E-1	-1.248537239772E+0
6.0239725E+8	-5.7085979276755E-1	-1.248451450049E+0
6.023975E+8	-5.7137067689145E-1	-1.2483640461989E+0
6.0239775E+8	-5.7175157564484E-1	-1.2484366773725E+0
6.02398E+8	-5.7214127710771E-1	-1.2481048810267E+0
6.0239825E+8	-5.7243459442783E-1	-1.2480843020411E+0
6.023985E+8	-5.7280458073925E-1	-1.247888256061E+0
6.0239875E+8	-5.7326472200285E-1	-1.2476476692676E+0
6.02399E+8	-5.7377175948727E-1	-1.2476814977346E+0
6.0239925E+8	-5.7415053031298E-1	-1.2475119416306E+0
6.023995E+8	-5.7447029665672E-1	-1.247191157719E+0
6.0239975E+8	-5.7502832705747E-1	-1.2474178766651E+0
6.024E+8	-5.7536483490044E-1	-1.2473888405584E+0
6.0240025E+8	-5.7580693881028E-1	-1.2472748786357E+0
6.024005E+8	-5.7613080638629E-1	-1.2469257588092E+0
6.0240075E+8	-5.7670607846842E-1	-1.2469651253527E+0
6.02401E+8	-5.7693551253391E-1	-1.2468806087403E+0
6.0240125E+8	-5.7726025768102E-1	-1.2468330897452E+0
6.024015E+8	-5.7804031986183E-1	-1.2466143595947E+0
6.0240175E+8	-5.780441710466E-1	-1.2464244018303E+0
6.02402E+8	-5.7843841479673E-1	-1.2463168282097E+0
6.0240225E+8	-5.7911095760305E-1	-1.2464959281263E+0
6.024025E+8	-5.7931517029924E-1	-1.2461636816406E+0
6.0240275E+8	-5.8003214038385E-1	-1.2461859747772E+0
6.02403E+8	-5.8041283905661E-1	-1.2461711157155E+0
6.0240325E+8	-5.8094665745633E-1	-1.2459839042433E+0
6.024035E+8	-5.8131143306775E-1	-1.245912578005E+0
6.0240375E+8	-5.8169845186272E-1	-1.2454867348732E+0
6.02404E+8	-5.8214501165016E-1	-1.2455818774433E+0
6.0240425E+8	-5.8255018602199E-1	-1.2452328895009E+0
6.024045E+8	-5.8296865083483E-1	-1.245241346615E+0
6.0240475E+8	-5.8334191994636E-1	-1.2450975801702E+0
6.02405E+8	-5.8372481474965E-1	-1.2448483225553E+0
6.0240525E+8	-5.8431483220745E-1	-1.2447942333783E+0
6.024055E+8	-5.8473437006641E-1	-1.2448173722329E+0
6.0240575E+8	-5.8520095872996E-1	-1.2445593437667E+0
6.02406E+8	-5.85574541581E-1	-1.2446368855333E+0
6.0240625E+8	-5.8606621975944E-1	-1.2442153982699E+0
6.024065E+8	-5.8631132680921E-1	-1.2439475577276E+0
6.0240675E+8	-5.8687697769085E-1	-1.244041713631E+0
6.02407E+8	-5.8742333173221E-1	-1.2439787626705E+0
6.0240725E+8	-5.8775974862633E-1	-1.2438493460432E+0
6.024075E+8	-5.8812102314704E-1	-1.2437655614724E+0
6.0240775E+8	-5.8880176388968E-1	-1.2435512099261E+0
6.02408E+8	-5.8928031529825E-1	-1.2434021191325E+0
6.0240825E+8	-5.8963785231112E-1	-1.2432590438069E+0
6.024085E+8	-5.9023706802628E-1	-1.243369009066E+0
6.0240875E+8	-5.9044195817784E-1	-1.2430124369918E+0
6.02409E+8	-5.9094198435997E-1	-1.2428503922641E+0
6.0240925E+8	-5.9140164360719E-1	-1.2429944906277E+0
6.024095E+8	-5.9180611319592E-1	-1.2426087005796E+0
6.0240975E+8	-5.9220867309722E-1	-1.2424177197767E+0
6.0241E+8	-5.9283206441069E-1	-1.2424194202937E+0
6.0241025E+8	-5.9309870077678E-1	-1.2423307524216E+0
6.024105E+8	-5.9357376474758E-1	-1.242163501558E+0
6.0241075E+8	-5.9382442804085E-1	-1.2418757185899E+0
6.02411E+8	-5.9423028894603E-1	-1.2417451106868E+0
6.0241125E+8	-5.9498472501433E-1	-1.2416789223768E+0
6.024115E+8	-5.9544286559785E-1	-1.2414053710063E+0
6.0241175E+8	-5.9601940615113E-1	-1.2414118547991E+0
6.02412E+8	-5.9649821217876E-1	-1.2412343553645E+0
6.0241225E+8	-5.971529767329E-1	-1.2410774076379E+0
6.024125E+8	-5.9749772797641E-1	-1.2409747355078E+0
6.0241275E+8	-5.9793102457536E-1	-1.2409459949447E+0
6.02413E+8	-5.9826451327043E-1	-1.2405628147826E+0
6.0241325E+8	-5.9878877414128E-1	-1.2405898457321E+0
6.024135E+8	-5.9928137529587E-1	-1.24048340427E+0
6.0241375E+8	-5.9984004216651E-1	-1.2402128719985E+0
6.02414E+8	-6.0028379651405E-1	-1.2401102225992E+0
6.0241425E+8	-6.0075795110254E-1	-1.2400782992555E+0
6.024145E+8	-6.0113001981228E-1	-1.2398199024928E+0
6.0241475E+8	-6.017149947509E-1	-1.2396105842929E+0
6.02415E+8	-6.0226365401237E-1	-1.239739441657E+0
6.0241525E+8	-6.028228983252E-1	-1.2395856130611E+0
6.024155E+8	-6.0329469308349E-1	-1.2390853381955E+0
6.0241575E+8	-6.0351247353796E-1	-1.239152176704E+0
