0.4721535227214756, 6.970682261828152e-28
0.47361731020340564, 7.696452609836015e-29
0.4745324964128868, 4.209196996638808e-28
0.4869119133323471, 1.7022276201485596e-29
0.492909090019763, 8.018405547418796e-30
0.5045832719940507, 3.956205941045704e-30
0.5241396188718442, 1.9799368622216563e-30
0.5358167230526292, 7.612274379001202e-31
0.5547902844184514, 2.584717134017037e-31
0.5810694179482939, 1.0682769733511458e-31
0.622062456181434, 4.894702259565776e-32
0.7197176077989953, 1.944918314101164e-32
0.7687569482585815, 1.0852129212005513e-32
0.8559202551145622, 8.386493010083812e-33
0.9951577780871984, 5.180878770878162e-33
1.1226600734621153, 4.15193747109568e-33
1.2565939719326031, 3.013399060502772e-33
1.413566305856915, 2.3977815973662824e-33
1.587407775592478, 1.821532316104368e-33
1.7278792067757625, 1.4048304226781039e-33
1.7545060971958528, 6.654771483767407e-34
1.8339301164285118, 2.6773213123421276e-34
1.9378341752631203, 1.697391699844757e-34
2.1397017076582463, 1.0077858374581033e-34
2.413780396098232, 5.257889020786126e-35
2.6698717942664603, 3.2555430594564456e-35
2.9777471902216006, 2.61797483009367e-35
3.2934835806675653, 1.918763674309766e-35
4.7622268352087636, 1.2911555794476523e-35
5.408792578054245, 1.1211419133151178e-35
6.121348195010742, 1.0093978448491385e-35
6.938567656136234, 9.084940680874089e-36
7.925189995443119, 8.548260023097035e-36
8.98938051385802, 7.327752890599218e-36
9.936224525810037, 7.016001447540233e-36
